,battery_power,bluetooth,weight,memory,n_cores,ram,dual_sim,wifi,pixel_height,pixel_width,price_range
1320,1538,YES,121,13,7.0,1494,0,1,567,986,1.0
1321,1965,YES,149,29,5.0,2973,0,1,584,676,3.0
1322,808,NO,185,20,6.0,1471,0,0,496,974,0.0
1323,712,NO,86,27,2.0,2001,0,1,1245,1309,1.0
1324,1507,YES,123,42,5.0,1486,1,0,682,888,1.0
1325,912,NO,182,47,3.0,1321,0,1,724,794,0.0
1326,769,YES,95,17,8.0,1877,0,1,1384,1454,1.0
1327,948,NO,173,22,5.0,3499,0,1,257,1654,3.0
1328,507,YES,142,39,1.0,2124,1,0,17,1084,1.0
1329,1384,YES,82,60,3.0,1221,1,1,983,1210,1.0
1330,1766,YES,194,29,8.0,2316,0,1,439,1306,2.0
1331,1407,NO,170,16,4.0,1068,1,0,925,1206,1.0
1332,614,NO,94,24,4.0,1930,1,1,409,603,1.0
1333,1972,NO,196,14,7.0,1316,0,0,293,952,1.0
1334,1039,NO,130,47,8.0,1742,1,0,384,1878,1.0
1335,511,YES,125,34,8.0,3265,1,0,149,1285,2.0
1336,1811,YES,98,5,4.0,2700,0,1,447,568,2.0
1337,1159,NO,104,36,4.0,2115,0,0,717,1206,2.0
1338,1848,NO,178,12,2.0,3915,1,1,195,533,3.0
1339,1988,YES,94,16,8.0,3144,0,0,153,696,3.0
1340,1469,NO,150,58,7.0,1571,0,0,1699,1850,2.0
1341,1423,NO,131,44,5.0,2253,0,0,501,640,1.0
1342,1974,NO,145,10,6.0,1433,1,0,530,1496,1.0
1343,835,NO,128,42,5.0,2583,1,1,396,1378,2.0
1344,1429,NO,151,42,5.0,1817,0,0,670,1552,1.0
1345,947,YES,144,51,2.0,2915,0,1,193,887,2.0
1346,1446,YES,178,18,8.0,3340,1,1,351,1769,3.0
1347,1332,NO,168,7,7.0,2790,1,0,846,855,2.0
1348,1498,YES,191,14,4.0,577,1,0,111,1167,0.0
1349,1576,YES,173,14,2.0,3220,1,0,1213,1386,3.0
1350,1398,NO,150,26,1.0,3488,1,0,755,1284,3.0
1351,1885,NO,92,14,4.0,1277,1,1,1406,1517,1.0
1352,798,YES,148,2,2.0,3593,1,0,497,627,2.0
1353,1436,NO,124,42,8.0,2736,1,0,1826,1836,3.0
1354,1998,YES,196,31,8.0,2311,0,0,50,1356,2.0
1355,1321,YES,109,63,8.0,1464,0,1,817,941,1.0
1356,1021,NO,192,9,2.0,1355,0,0,901,1793,1.0
1357,1339,YES,123,40,2.0,2382,1,1,212,1269,2.0
1358,1210,YES,111,57,4.0,1886,1,1,329,1039,1.0
1359,1949,YES,145,31,5.0,832,1,0,837,1182,1.0
1360,882,NO,151,28,6.0,751,1,1,248,884,0.0
1361,1549,YES,113,27,5.0,436,1,0,632,1162,0.0
1362,1991,NO,82,42,1.0,722,1,0,366,613,0.0
1363,796,NO,114,12,1.0,1075,0,0,174,518,0.0
1364,1012,NO,161,39,4.0,2802,1,0,882,1195,2.0
1365,1318,NO,188,11,2.0,1780,1,0,688,1591,1.0
1366,1708,NO,197,14,4.0,1247,0,0,263,1345,1.0
1367,598,YES,117,62,8.0,3066,1,0,118,764,2.0
1368,541,YES,200,51,8.0,403,0,0,1012,1226,0.0
1369,818,NO,192,23,5.0,2518,1,0,586,1552,2.0
1370,1414,NO,168,15,2.0,1069,0,0,294,1233,0.0
1371,601,YES,169,6,4.0,2651,1,1,818,1827,2.0
1372,561,YES,99,40,7.0,2974,1,1,426,865,2.0
1373,1616,YES,100,52,5.0,657,1,0,151,1133,0.0
1374,1263,YES,103,32,2.0,3372,1,0,409,644,3.0
1375,1604,YES,93,63,5.0,1464,1,0,641,1156,1.0
1376,539,NO,86,24,4.0,1326,1,0,958,967,0.0
1377,1071,NO,199,49,4.0,3393,0,0,1328,1970,3.0
1378,826,NO,135,57,2.0,323,1,1,354,530,0.0
1379,771,NO,106,62,1.0,1628,0,0,1709,1781,1.0
1380,1811,NO,132,33,8.0,2610,0,0,1099,1553,3.0
1381,1842,YES,179,56,4.0,3721,1,1,783,1227,3.0
1382,1420,NO,100,50,8.0,763,1,1,194,1393,0.0
1383,1763,NO,184,10,3.0,792,1,1,238,1893,0.0
1384,1163,YES,133,2,5.0,1568,0,0,919,1076,1.0
1385,1805,YES,182,29,4.0,1276,0,0,758,891,1.0
1386,610,YES,90,52,4.0,3472,1,1,1039,1273,3.0
1387,1533,YES,160,17,4.0,2520,1,1,1054,1393,2.0
1388,1924,NO,111,63,2.0,3423,0,0,122,686,3.0
1389,1801,NO,120,52,6.0,258,1,0,100,1708,0.0
1390,1726,YES,106,42,5.0,1868,0,0,1221,1804,2.0
1391,794,NO,197,14,3.0,2171,1,1,312,1376,1.0
1392,1686,YES,182,28,5.0,780,1,0,599,1073,0.0
1393,1444,YES,103,6,1.0,712,1,0,1274,1340,0.0
1394,1004,NO,160,30,8.0,1012,1,1,62,581,0.0
1395,1242,YES,166,28,4.0,318,0,0,315,1796,0.0
1396,539,NO,137,26,6.0,3948,0,1,1123,1709,3.0
1397,717,NO,99,14,8.0,629,1,0,1878,1981,0.0
1398,1540,NO,157,29,7.0,1161,1,0,318,831,0.0
1399,672,NO,99,35,8.0,1403,0,0,574,1267,0.0
1400,1325,YES,133,13,4.0,3707,0,0,1353,1915,3.0
1401,950,NO,124,55,8.0,1305,0,1,86,1681,0.0
1402,948,NO,119,18,4.0,2926,1,1,340,1728,2.0
1403,1328,YES,144,27,3.0,2674,0,1,602,1156,2.0
1404,1447,NO,184,40,2.0,471,0,1,963,1062,0.0
1405,1973,YES,95,21,8.0,1724,1,1,127,507,1.0
1406,1731,YES,171,60,4.0,1220,1,0,142,1039,1.0
1407,1617,NO,111,63,2.0,2754,0,1,274,1079,2.0
1408,1791,YES,110,33,5.0,594,1,1,371,682,0.0
1409,851,NO,101,54,2.0,1005,1,1,788,1007,0.0
1410,856,NO,115,14,1.0,2439,1,1,395,1027,1.0
1411,714,YES,145,30,4.0,2302,0,1,643,1527,1.0
1412,951,NO,81,15,2.0,1083,0,0,854,935,0.0
1413,1303,YES,109,10,8.0,2219,0,1,1335,1873,2.0
1414,1550,YES,126,32,7.0,1571,0,0,1541,1619,2.0
1415,1759,YES,101,15,4.0,2107,0,0,382,1163,2.0
1416,1448,NO,100,2,5.0,593,1,1,846,1144,0.0
1417,1987,YES,119,50,8.0,857,0,0,960,1925,1.0
1418,908,NO,95,44,5.0,3518,0,1,154,941,3.0
1419,820,NO,160,58,4.0,1284,1,1,468,694,0.0
1420,904,NO,147,19,6.0,545,1,0,1094,1496,0.0
1421,667,NO,149,6,6.0,3566,1,1,272,870,2.0
1422,1109,NO,173,34,1.0,2821,0,1,165,1103,2.0
1423,1333,NO,183,59,7.0,3442,0,0,394,1301,3.0
1424,1352,NO,92,6,6.0,1309,0,0,629,1299,1.0
1425,1600,NO,88,19,6.0,1179,1,1,831,1713,1.0
1426,1454,NO,80,37,8.0,1713,1,0,903,910,1.0
1427,1489,NO,169,9,3.0,1663,1,1,923,1759,1.0
1428,1823,NO,81,10,8.0,1812,1,1,362,1250,2.0
1429,1581,YES,172,41,4.0,1384,0,1,693,850,1.0
1430,1672,YES,172,44,8.0,1348,1,1,1250,1435,1.0
1431,1283,YES,80,27,4.0,3957,1,0,1135,1923,3.0
1432,630,NO,180,14,8.0,1212,0,0,66,1448,0.0
1433,659,NO,151,24,8.0,3925,0,1,924,1877,3.0
1434,1811,YES,115,32,6.0,348,1,1,204,1132,0.0
1435,688,YES,109,40,5.0,1382,0,0,376,1957,1.0
1436,514,YES,141,18,2.0,980,1,1,1083,1492,0.0
1437,1933,NO,154,16,3.0,838,1,0,229,1473,0.0
1438,915,NO,91,31,3.0,378,0,0,875,1316,0.0
1439,1006,NO,135,22,4.0,909,1,1,35,991,0.0
1440,1134,YES,92,13,4.0,3632,0,0,18,903,3.0
1441,599,YES,186,64,8.0,3396,0,0,103,646,2.0
1442,973,NO,196,53,5.0,1861,1,0,105,588,1.0
1443,1180,YES,90,27,6.0,348,0,1,168,540,0.0
1444,1237,YES,98,13,4.0,2528,0,0,18,1004,2.0
1445,659,NO,169,5,8.0,2190,1,0,659,730,1.0
1446,1142,YES,190,6,8.0,663,1,1,534,855,0.0
1447,1002,NO,185,11,6.0,961,1,1,285,512,0.0
1448,1392,NO,113,44,4.0,1280,0,1,482,1098,1.0
1449,602,NO,141,50,8.0,2189,0,0,1571,1717,2.0
1450,1249,YES,140,55,3.0,531,0,1,605,1193,0.0
1451,531,YES,121,12,4.0,2331,1,1,158,1657,1.0
1452,1450,NO,114,31,5.0,794,0,1,1573,1639,1.0
1453,1342,NO,173,50,1.0,2644,0,1,127,620,2.0
1454,832,YES,198,22,1.0,1666,0,1,343,1431,1.0
1455,867,YES,159,57,4.0,2157,0,0,289,724,1.0
1456,1404,NO,151,44,1.0,1196,0,1,1703,1880,1.0
1457,840,NO,150,33,6.0,2072,1,0,1482,1591,2.0
1458,1368,NO,91,42,1.0,1590,0,0,907,925,1.0
1459,1927,NO,190,11,8.0,2916,1,1,491,1506,3.0
1460,1714,NO,120,31,2.0,3707,1,1,287,627,3.0
1461,1201,YES,198,10,6.0,726,0,0,1151,1723,0.0
1462,1796,YES,184,44,2.0,3577,0,0,1024,1363,3.0
1463,1147,NO,158,28,6.0,2627,1,1,1085,1134,2.0
1464,776,YES,146,20,4.0,685,0,1,991,1803,0.0
1465,510,NO,110,33,6.0,1693,0,0,1052,1897,1.0
1466,1045,YES,175,40,6.0,2137,1,1,1078,1564,2.0
1467,1497,YES,153,10,8.0,3696,1,1,98,977,3.0
1468,1425,YES,89,33,3.0,3771,0,1,396,1648,3.0
1469,726,NO,94,40,4.0,1342,0,1,323,978,0.0
1470,1576,YES,148,20,3.0,1379,0,1,410,1551,1.0
1471,714,YES,197,11,3.0,1164,1,0,1750,1857,1.0
1472,1595,NO,88,63,1.0,908,1,1,1475,1988,1.0
1473,541,NO,127,10,4.0,1019,0,0,1836,1873,1.0
1474,1617,YES,113,29,6.0,3685,0,0,283,676,3.0
1475,1154,NO,98,5,1.0,1470,1,0,539,1240,1.0
1476,1638,NO,189,2,1.0,2299,0,1,440,563,2.0
1477,1150,YES,151,39,8.0,999,0,0,397,800,0.0
1478,1254,YES,149,44,1.0,3011,0,0,204,1021,2.0
1479,1806,YES,117,54,1.0,3142,1,1,347,727,3.0
1480,603,NO,114,12,6.0,1543,0,0,1003,1284,1.0
1481,1834,NO,99,40,4.0,3692,0,0,0,1987,3.0
1482,520,NO,145,31,6.0,2753,0,1,264,519,1.0
1483,565,NO,158,50,2.0,2156,1,1,543,703,1.0
1484,1689,YES,150,9,5.0,2637,0,0,467,675,2.0
1485,742,YES,104,21,8.0,331,0,0,875,925,0.0
1486,1143,NO,125,22,3.0,1214,1,0,1116,1724,1.0
1487,761,YES,196,3,7.0,2248,0,1,1325,1945,2.0
1488,959,YES,196,36,5.0,3073,1,1,1313,1331,3.0
1489,772,YES,134,8,7.0,422,1,0,552,1802,0.0
1490,1015,YES,102,12,3.0,2293,0,0,335,679,1.0
1491,1824,YES,103,2,1.0,3958,1,0,50,1105,3.0
1492,1130,YES,130,29,1.0,432,1,1,593,1327,0.0
1493,1183,YES,120,48,8.0,1152,1,0,268,1010,0.0
1494,574,YES,118,26,6.0,1303,1,1,382,1364,0.0
1495,1472,NO,169,20,2.0,797,0,0,443,892,0.0
1496,1868,YES,179,40,8.0,298,0,0,576,884,0.0
1497,1375,NO,147,20,6.0,3847,0,1,596,679,3.0
1498,881,NO,160,64,3.0,2110,0,1,115,636,1.0
1499,1742,YES,176,43,3.0,1921,1,0,356,1407,2.0
1500,1225,NO,107,60,2.0,2423,1,0,10,1567,2.0
1501,1970,YES,132,15,2.0,1658,1,1,1399,1684,2.0
1502,1186,YES,160,21,8.0,2361,1,0,68,584,1.0
1503,1762,NO,157,60,4.0,1380,0,0,643,790,1.0
1504,1731,YES,163,4,6.0,3892,1,1,809,1988,3.0
1505,852,NO,160,8,5.0,315,1,0,683,1349,0.0
1506,848,YES,151,36,4.0,2289,1,1,56,527,1.0
1507,1575,NO,185,11,7.0,2182,1,0,492,818,2.0
1508,1554,NO,105,23,6.0,2184,1,1,699,1492,2.0
1509,1972,YES,92,48,8.0,2872,0,1,290,804,3.0
1510,827,YES,87,35,6.0,2367,1,1,23,826,1.0
1511,1063,NO,155,3,4.0,1919,0,0,394,849,1.0
1512,1695,NO,84,34,5.0,3296,1,0,713,1742,3.0
1513,1343,NO,81,14,8.0,462,1,1,1063,1205,0.0
1514,834,NO,123,27,1.0,1591,0,0,1421,1463,1.0
1515,595,NO,122,20,2.0,1593,0,1,623,816,0.0
1516,1081,YES,101,42,7.0,2456,1,0,83,816,1.0
1517,911,NO,199,14,4.0,2933,1,0,1563,1692,3.0
1518,844,NO,197,22,7.0,3154,1,0,777,1995,3.0
1519,1335,YES,180,60,2.0,3615,0,0,83,559,3.0
1520,1883,NO,87,24,1.0,3563,0,0,203,915,3.0
1521,1128,YES,147,33,8.0,1440,1,0,938,1226,1.0
1522,826,YES,117,57,2.0,1907,1,0,1077,1183,1.0
1523,1650,NO,89,38,1.0,324,0,1,773,881,0.0
1524,1162,NO,104,50,4.0,1404,0,1,332,866,1.0
1525,1517,NO,169,8,4.0,2738,0,0,570,1645,2.0
1526,963,NO,156,60,3.0,2722,0,0,742,821,2.0
1527,1837,NO,103,12,8.0,2294,1,1,1420,1539,3.0
1528,1028,YES,193,30,1.0,1424,0,1,1801,1923,1.0
1529,1831,YES,189,55,8.0,1133,1,0,1693,1790,1.0
1530,571,YES,101,58,6.0,555,1,1,31,1536,0.0
1531,1770,YES,183,9,6.0,3785,0,1,1098,1373,3.0
1532,970,YES,84,59,7.0,3675,1,0,1765,1786,3.0
1533,642,YES,86,38,5.0,435,0,0,887,1775,0.0
1534,622,YES,193,11,8.0,3183,1,1,760,1964,2.0
1535,600,YES,199,6,2.0,3495,0,0,486,1032,2.0
1536,1412,NO,86,57,3.0,1853,0,1,2,660,1.0
1537,733,NO,138,16,4.0,2648,0,0,202,1787,2.0
1538,1070,YES,160,19,7.0,2647,0,0,90,1614,2.0
1539,875,YES,146,30,8.0,702,1,1,469,853,0.0
1540,1994,YES,189,5,2.0,1836,0,0,86,1546,2.0
1541,823,NO,182,18,5.0,3894,1,0,1180,1350,3.0
1542,1908,NO,111,30,2.0,2944,0,1,140,1046,3.0
1543,790,NO,89,44,8.0,3424,1,0,1100,1437,3.0
1544,1330,YES,177,40,1.0,2678,1,1,194,892,2.0
1545,1660,NO,100,15,8.0,2424,0,0,440,569,2.0
1546,1776,NO,82,20,6.0,2671,0,1,1563,1803,3.0
1547,1611,NO,199,27,1.0,3078,1,1,163,1011,2.0
1548,1410,YES,92,15,3.0,2304,1,0,192,1311,2.0
1549,1772,YES,159,45,2.0,1146,0,0,837,1405,1.0
1550,1280,YES,108,39,7.0,2335,0,1,356,588,1.0
1551,1712,YES,155,23,7.0,1422,1,0,155,663,1.0
1552,1562,YES,140,55,8.0,2096,0,0,1032,1776,2.0
1553,891,NO,153,18,6.0,1303,1,1,40,1435,0.0
1554,1957,NO,151,36,2.0,1115,1,1,1194,1727,1.0
1555,1110,NO,192,42,5.0,456,0,0,1179,1262,0.0
1556,875,YES,104,43,8.0,3396,1,0,902,969,3.0
1557,1211,YES,130,28,2.0,2750,0,0,58,963,2.0
1558,769,NO,112,54,4.0,941,1,1,1385,1780,0.0
1559,671,NO,95,2,6.0,2278,0,0,614,1617,2.0
1560,1872,NO,172,26,4.0,2273,0,1,672,1088,2.0
1561,1076,NO,191,14,5.0,2355,1,1,1088,1718,2.0
1562,1325,NO,146,50,1.0,2328,0,0,499,695,2.0
1563,911,YES,182,28,2.0,2638,1,1,157,763,1.0
1564,1273,YES,178,23,6.0,558,0,0,485,1399,0.0
1565,1062,NO,124,39,4.0,1345,0,1,571,817,0.0
1566,1317,NO,154,12,2.0,425,0,1,431,542,0.0
1567,940,NO,115,16,4.0,2192,0,1,499,1090,1.0
1568,729,YES,135,14,6.0,3397,0,1,563,1055,2.0
1569,1494,NO,93,3,7.0,1208,0,0,944,1003,1.0
1570,1546,YES,124,27,2.0,267,1,0,1138,1491,0.0
1571,1253,NO,113,34,4.0,3518,0,1,161,647,3.0
1572,895,NO,164,16,8.0,3122,1,1,126,1575,2.0
1573,793,YES,124,43,8.0,1050,1,1,15,1196,0.0
1574,1628,YES,136,56,2.0,3358,1,1,500,1713,3.0
1575,625,NO,138,42,8.0,2929,1,0,203,1771,2.0
1576,1110,NO,153,12,8.0,624,0,0,961,1950,0.0
1577,999,NO,132,49,1.0,1598,0,0,608,1970,1.0
1578,1856,NO,155,24,5.0,2052,1,0,277,1155,2.0
1579,1715,NO,120,15,6.0,1249,1,0,114,1849,1.0
1580,1897,YES,154,54,2.0,412,0,0,630,738,0.0
1581,1202,YES,122,19,2.0,595,1,0,404,1742,0.0
1582,1171,YES,167,19,7.0,263,1,0,248,755,0.0
1583,964,NO,86,22,8.0,2577,0,0,225,1234,2.0
1584,1973,YES,193,46,4.0,639,1,1,699,851,0.0
1585,1992,YES,141,2,1.0,3206,1,0,649,895,3.0
1586,546,YES,159,26,5.0,1550,1,0,416,1658,1.0
1587,1093,NO,171,31,2.0,1646,0,0,1310,1420,1.0
1588,1880,YES,200,35,4.0,1930,0,0,930,1983,2.0
1589,1765,NO,87,11,2.0,3695,0,0,835,1175,3.0
1590,1640,NO,87,36,8.0,3235,1,1,664,1806,3.0
1591,1830,NO,191,7,6.0,2334,0,0,460,1583,2.0
1592,826,NO,187,62,4.0,1998,0,0,778,1615,1.0
1593,1864,NO,142,7,1.0,2258,0,0,225,1545,2.0
1594,586,YES,121,42,7.0,1869,0,1,785,1118,1.0
1595,1206,NO,127,30,3.0,1825,1,1,1581,1713,2.0
1596,832,YES,165,5,5.0,3946,1,1,9,1944,3.0
1597,848,YES,103,8,7.0,436,0,1,7,1294,0.0
1598,1851,NO,112,53,6.0,2678,0,0,174,1175,2.0
1599,1166,YES,80,59,1.0,3887,0,1,437,638,3.0
1600,1776,YES,172,35,4.0,1813,1,1,278,623,1.0
1601,1254,YES,134,27,2.0,817,0,1,1288,1372,0.0
1602,1494,NO,101,24,1.0,3614,1,0,979,1190,3.0
1603,984,YES,119,39,8.0,2013,1,0,56,1931,1.0
1604,1179,YES,154,5,5.0,543,0,1,913,1429,0.0
1605,513,NO,174,27,8.0,3400,0,1,282,710,2.0
1606,557,NO,89,17,6.0,2623,1,0,322,710,1.0
1607,744,NO,105,33,4.0,2700,1,0,1252,1963,2.0
1608,1129,YES,116,21,2.0,1400,1,0,1128,1702,1.0
1609,1148,NO,170,58,5.0,3127,1,0,606,688,2.0
1610,1793,NO,175,44,5.0,2803,0,1,655,1459,3.0
1611,1310,NO,150,15,5.0,2518,1,1,954,970,2.0
1612,1604,NO,191,6,6.0,3564,0,0,68,1042,3.0
1613,1676,NO,145,37,1.0,2515,0,1,134,1197,2.0
1614,1001,NO,117,40,3.0,3654,1,1,922,1836,3.0
1615,1086,NO,135,24,8.0,3930,0,1,1874,1976,3.0
1616,1986,YES,89,39,7.0,3476,1,0,251,599,3.0
1617,634,YES,192,41,1.0,3242,0,1,1362,1853,3.0
1618,502,NO,82,52,6.0,2666,0,0,281,1159,2.0
1619,1641,NO,97,48,8.0,1695,0,1,224,1994,2.0
1620,623,NO,189,15,3.0,3510,1,1,778,844,2.0
1621,962,YES,161,17,8.0,3438,1,0,546,1424,3.0
1622,1057,YES,97,41,4.0,2033,0,0,397,891,1.0
1623,1862,NO,182,62,1.0,1017,0,0,386,1046,1.0
1624,555,YES,193,38,2.0,1686,1,1,214,1970,1.0
1625,1000,NO,135,58,5.0,862,0,0,461,833,0.0
1626,841,NO,81,11,5.0,957,0,0,125,675,0.0
1627,865,NO,89,16,4.0,3494,0,1,335,1009,3.0
1628,999,NO,165,56,4.0,3083,1,1,342,1641,2.0
1629,1232,NO,131,30,6.0,1656,0,1,625,761,1.0
1630,1194,NO,165,34,2.0,313,0,0,494,509,0.0
1631,612,YES,179,20,8.0,3282,1,1,1145,1487,3.0
1632,1362,YES,186,47,6.0,3629,0,1,600,1042,3.0
1633,1469,NO,169,44,2.0,1687,1,1,484,711,1.0
1634,986,YES,182,28,4.0,1149,0,0,199,679,0.0
1635,1843,NO,104,62,3.0,3899,0,1,21,832,3.0
1636,1561,NO,134,4,2.0,1783,1,0,885,1811,2.0
1637,1695,YES,189,47,5.0,1629,1,0,308,1208,1.0
1638,667,NO,185,8,1.0,2528,1,0,1015,1947,2.0
1639,1768,YES,88,2,7.0,3256,0,0,1303,1814,3.0
1640,1269,YES,180,41,8.0,2341,1,1,406,1036,2.0
1641,1109,YES,151,57,1.0,2785,1,0,124,833,2.0
1642,936,NO,164,14,3.0,3761,1,0,150,1677,3.0
1643,1713,YES,199,5,6.0,1513,0,1,108,1963,1.0
1644,1175,YES,167,45,2.0,2240,1,0,90,557,1.0
1645,1940,YES,194,5,4.0,820,1,1,588,1809,1.0
1646,855,YES,159,59,2.0,1875,0,1,1028,1196,1.0
1647,771,YES,157,33,3.0,920,1,1,776,1247,0.0
1648,645,NO,174,63,4.0,3615,0,1,278,584,2.0
1649,1307,NO,88,7,7.0,1412,0,1,897,1103,1.0
1650,1948,NO,136,5,1.0,361,1,0,651,700,0.0
1651,1509,NO,81,50,4.0,1540,1,0,1010,1684,1.0
1652,626,YES,109,11,2.0,1077,1,1,737,1759,0.0
1653,1190,NO,93,40,5.0,3610,1,1,1399,1646,3.0
1654,1727,YES,158,57,6.0,512,1,0,376,1288,0.0
1655,1670,YES,114,62,8.0,3024,0,1,1117,1330,3.0
1656,1150,YES,134,27,1.0,1610,1,0,234,1947,1.0
1657,1208,NO,175,16,1.0,2201,0,0,691,1028,1.0
1658,1812,YES,162,42,7.0,3338,1,1,380,1550,3.0
1659,770,YES,196,61,4.0,3473,1,1,603,1483,3.0
1660,1559,YES,114,10,8.0,2203,1,1,117,681,1.0
1661,1902,NO,155,13,4.0,940,0,0,766,877,1.0
1662,1751,NO,146,4,8.0,1155,0,1,1499,1952,1.0
1663,1416,YES,93,20,4.0,3872,1,1,1175,1578,3.0
1664,1288,NO,115,61,6.0,1882,1,1,988,1503,2.0
1665,1003,YES,119,16,8.0,1798,0,0,190,1905,1.0
1666,1715,YES,96,18,6.0,2598,1,0,674,1375,3.0
1667,1967,NO,199,46,1.0,1567,0,0,518,1374,1.0
1668,962,NO,125,2,1.0,1491,1,0,1618,1916,1.0
1669,1487,NO,120,42,2.0,2003,0,0,857,989,2.0
1670,1569,YES,190,54,4.0,3905,1,0,371,665,3.0
1671,1146,NO,111,57,5.0,291,0,1,73,583,0.0
1672,1379,YES,118,9,8.0,1693,0,1,98,755,1.0
1673,1504,NO,152,25,4.0,1788,1,1,395,1853,1.0
1674,1945,NO,112,26,6.0,3322,0,1,1064,1540,3.0
1675,1630,YES,80,32,6.0,1751,1,1,712,1726,2.0
1676,1125,YES,117,23,1.0,1641,0,0,774,939,1.0
1677,614,YES,178,51,7.0,2854,0,1,1012,1040,2.0
1678,854,NO,101,17,4.0,3115,0,0,730,1148,2.0
1679,1470,YES,121,45,1.0,3259,1,1,777,1090,3.0
1680,1826,YES,172,49,8.0,1612,1,0,973,1633,2.0
1681,807,YES,127,37,4.0,2319,1,0,245,829,1.0
1682,1996,YES,138,7,5.0,1258,1,0,937,1083,1.0
1683,1083,YES,158,41,5.0,1543,0,1,937,1164,1.0
1684,1035,NO,178,49,2.0,3991,1,0,574,1171,3.0
1685,1521,YES,143,62,1.0,3555,0,0,678,1630,3.0
1686,1314,YES,87,5,4.0,3411,1,0,82,512,3.0
1687,535,NO,190,24,8.0,524,0,0,398,1775,0.0
1688,673,YES,142,35,6.0,3541,0,1,1096,1570,3.0
1689,1219,NO,169,4,6.0,1998,1,0,1419,1698,2.0
1690,1606,YES,200,33,5.0,3437,1,0,157,770,3.0
1691,1603,YES,114,17,2.0,1637,1,1,430,1207,1.0
1692,1958,NO,153,52,1.0,3064,0,0,1524,1848,3.0
1693,695,NO,196,12,2.0,2855,0,1,1649,1829,2.0
1694,1441,NO,106,53,1.0,1393,1,1,254,954,1.0
1695,1470,NO,138,33,7.0,1633,1,0,1790,1988,2.0
1696,1890,NO,127,48,4.0,2392,0,1,1438,1832,3.0
1697,1152,YES,82,26,2.0,3284,1,1,1304,1673,3.0
1698,1619,YES,117,20,6.0,464,0,1,813,1180,0.0
1699,1002,YES,180,45,7.0,1234,0,0,948,1007,0.0
1700,742,YES,139,36,3.0,292,0,1,1161,1288,0.0
1701,1306,YES,174,33,3.0,2521,1,0,867,1258,2.0
1702,1424,YES,180,20,5.0,2658,1,0,181,1199,2.0
1703,942,NO,91,27,4.0,587,1,1,754,1532,0.0
1704,1934,YES,118,2,4.0,2190,0,1,242,1127,2.0
1705,1290,YES,110,35,4.0,879,1,0,405,742,0.0
1706,930,NO,80,54,1.0,1743,1,0,1569,1763,2.0
1707,1699,YES,156,21,4.0,1181,0,0,105,1099,1.0
1708,1849,YES,181,29,7.0,3330,0,1,978,1986,3.0
1709,1922,NO,153,42,8.0,3564,0,0,725,1882,3.0
1710,548,NO,146,56,4.0,562,1,1,657,1657,0.0
1711,916,YES,82,47,4.0,1659,0,0,1147,1393,1.0
1712,1783,YES,183,14,8.0,1816,0,1,910,1566,2.0
1713,1083,YES,156,49,5.0,1338,1,1,295,503,0.0
1714,1698,NO,131,7,8.0,2992,0,0,26,508,2.0
1715,1969,NO,85,7,8.0,315,1,0,332,764,0.0
1716,869,NO,197,2,7.0,3249,0,1,519,533,2.0
1717,1337,YES,200,5,4.0,3242,1,0,161,1029,2.0
1718,637,YES,194,28,4.0,2725,1,0,1080,1289,2.0
1719,833,YES,145,27,4.0,586,1,1,649,1290,0.0
1720,1248,NO,89,9,3.0,2454,0,0,71,1686,2.0
1721,1174,YES,147,30,4.0,804,0,1,744,1244,0.0
1722,1831,YES,148,44,7.0,2460,0,0,437,1113,2.0
1723,1002,NO,146,27,1.0,1295,1,1,115,1111,0.0
1724,1010,YES,139,8,5.0,2625,1,0,547,957,2.0
1725,1117,YES,177,21,2.0,1999,1,1,495,1035,1.0
1726,990,YES,153,15,2.0,2698,1,0,1466,1717,2.0
1727,1564,NO,129,26,6.0,3742,0,0,117,1115,3.0
1728,1065,NO,158,21,5.0,1193,1,1,760,1722,1.0
1729,1982,NO,129,24,7.0,3511,0,1,764,1873,3.0
1730,1607,NO,192,20,2.0,885,1,0,776,1005,0.0
1731,1066,NO,167,5,5.0,1044,1,0,53,1504,0.0
1732,681,NO,194,17,5.0,2548,1,1,371,1702,2.0
1733,1163,YES,132,19,2.0,2940,1,1,728,818,2.0
1734,1285,NO,199,11,5.0,3966,1,1,1791,1896,3.0
1735,753,YES,121,48,8.0,3484,0,0,606,1316,3.0
1736,1779,YES,90,5,1.0,1246,1,0,1225,1717,1.0
1737,987,YES,83,52,3.0,2757,0,0,419,736,2.0
1738,511,NO,136,24,3.0,2378,1,0,367,1264,1.0
1739,1044,NO,104,12,6.0,1794,0,1,1230,1263,1.0
1740,1855,NO,187,32,8.0,3933,0,1,267,1161,3.0
1741,946,YES,186,26,6.0,1637,0,1,273,891,0.0
1742,657,YES,110,21,8.0,783,1,0,705,1905,0.0
1743,1673,YES,182,42,5.0,3094,0,0,214,679,2.0
1744,731,YES,130,28,8.0,1774,1,0,424,1032,1.0
1745,926,YES,161,59,7.0,256,0,1,84,793,0.0
1746,1261,NO,86,52,2.0,1365,0,1,605,1429,1.0
1747,618,NO,188,45,3.0,2339,0,0,1175,1586,2.0
1748,936,YES,129,57,2.0,2049,0,0,657,938,1.0
1749,1485,YES,158,28,5.0,3241,1,0,371,1023,3.0
